Row Labels,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4
500,0.012118415,0.012540668,0.013386226,0.014831796,0.016971033,0.018058488,0.020630298,0.024532797,0.027828207,0.028158712,0.030181273,0.030416227
550,0.009321847,0.009621783,0.010590496,0.011349241,0.012537874,0.014948164,0.017237249,0.020020203,0.023405667,0.024841035,0.026923163,0.028811155
600,0.005506064,0.005974652,0.006494563,0.007809967,0.008033356,0.010219393,0.012052601,0.015229665,0.01647947,0.019466759,0.02085066,0.022540712
650,0.002894157,0.003061036,0.003445956,0.003885853,0.004435082,0.005465808,0.006895787,0.009145589,0.010808908,0.012399376,0.014789336,0.015393122
700,0.001341691,0.001452978,0.001640556,0.001867781,0.002371508,0.002905611,0.00381261,0.005019998,0.006460736,0.007676167,0.009221001,0.010956708
750,0.000586589,0.000650223,0.000739077,0.000872414,0.001099028,0.001434528,0.002063353,0.002818407,0.003750162,0.004644482,0.00563916,0.007201337
800,0.000404,0.00045052,0.00051415,0.000612956,0.000774932,0.001039676,0.001434452,0.002101381,0.002793516,0.003669016,0.004660972,0.005902404
