500.0,0.3,3.0
500.0,0.6,4.919999999999988
500.0,0.65,6.470000000000011
500.0,0.7,8.020000000000032
500.0,0.72,8.62800000000005
500.0,0.75,9.540000000000076
500.0,0.77,10.164000000000094
500.0,0.8,11.10000000000012
500.0,0.82,11.82000000000014
500.0,0.84,12.50400000000016
500.0,0.86,13.192000000000178
500.0,0.88,13.888000000000197
500.0,0.9,14.560000000000217
500.0,0.91,15.02000000000023
500.0,0.92,15.480000000000244
500.0,0.93,15.813333333333588
500.0,0.94,16.14666666666693
500.0,0.95,16.480000000000274
500.0,0.96,16.87000000000028
500.0,0.97,17.260000000000293
500.0,0.98,17.610000000000305
500.0,0.99,17.960000000000313
500.0,1.0,18.16000000000032
550.0,0.3,3.0
550.0,0.6,4.239999999999992
550.0,0.65,5.419999999999993
550.0,0.7,6.599999999999991
550.0,0.72,7.152000000000006
550.0,0.75,7.98000000000003
550.0,0.77,8.532000000000046
550.0,0.8,9.36000000000007
550.0,0.82,9.968000000000085
550.0,0.84,10.564000000000103
550.0,0.86,11.156000000000121
550.0,0.88,11.744000000000138
550.0,0.9,12.320000000000155
550.0,0.91,12.680000000000163
550.0,0.92,13.040000000000173
550.0,0.93,13.340000000000183
550.0,0.94,13.64000000000019
550.0,0.95,13.9400000000002
550.0,0.96,14.26000000000021
550.0,0.97,14.580000000000219
550.0,0.98,14.910000000000228
550.0,0.99,15.240000000000236
550.0,1.0,15.460000000000242
600.0,0.3,3.0
600.0,0.6,3.5799999999999965
600.0,0.65,4.299999999999993
600.0,0.7,5.019999999999987
600.0,0.72,5.395999999999985
600.0,0.75,5.959999999999982
600.0,0.77,6.35199999999999
600.0,0.8,6.94
600.0,0.82,7.388000000000012
600.0,0.84,7.836000000000026
600.0,0.86,8.30000000000004
600.0,0.88,8.780000000000053
600.0,0.9,9.260000000000067
600.0,0.91,9.550000000000075
600.0,0.92,9.840000000000085
600.0,0.93,10.08666666666676
600.0,0.94,10.333333333333432
600.0,0.95,10.580000000000105
600.0,0.96,10.82000000000011
600.0,0.97,11.060000000000118
600.0,0.98,11.300000000000125
600.0,0.99,11.540000000000132
600.0,1.0,11.78000000000014
650.0,0.3,3.0
650.0,0.6,3.079999999999999
650.0,0.65,3.4599999999999973
650.0,0.7,3.839999999999995
650.0,0.72,4.031999999999994
650.0,0.75,4.319999999999992
650.0,0.77,4.527999999999991
650.0,0.8,4.839999999999989
650.0,0.82,5.095999999999987
650.0,0.84,5.351999999999985
650.0,0.86,5.615999999999984
650.0,0.88,5.895999999999982
650.0,0.9,6.199999999999981
650.0,0.91,6.379999999999985
650.0,0.92,6.55999999999999
650.0,0.93,6.719999999999995
650.0,0.94,6.879999999999998
650.0,0.95,7.040000000000004
650.0,0.96,7.210000000000008
650.0,0.97,7.380000000000013
650.0,0.98,7.5500000000000185
650.0,0.99,7.720000000000023
650.0,1.0,7.880000000000027
700.0,0.3,3.0
700.0,0.6,3.0
700.0,0.65,3.149999999999999
700.0,0.7,3.299999999999998
700.0,0.72,3.4039999999999973
700.0,0.75,3.5599999999999965
700.0,0.77,3.6799999999999957
700.0,0.8,3.8599999999999945
700.0,0.82,4.003999999999994
700.0,0.84,4.135999999999993
700.0,0.86,4.271999999999992
700.0,0.88,4.4239999999999915
700.0,0.9,4.59999999999999
700.0,0.91,4.68999999999999
700.0,0.92,4.779999999999989
700.0,0.93,4.866666666666656
700.0,0.94,4.953333333333321
700.0,0.95,5.039999999999988
700.0,0.96,5.139999999999986
700.0,0.97,5.239999999999986
700.0,0.98,5.339999999999986
700.0,0.99,5.439999999999985
700.0,1.0,5.539999999999984
750.0,0.3,3.0
750.0,0.6,3.0
750.0,0.65,3.01
750.0,0.7,3.0199999999999996
750.0,0.72,3.0679999999999996
750.0,0.75,3.1399999999999992
750.0,0.77,3.211999999999999
750.0,0.8,3.319999999999998
750.0,0.82,3.3999999999999972
750.0,0.84,3.479999999999997
750.0,0.86,3.5679999999999965
750.0,0.88,3.663999999999996
750.0,0.9,3.7599999999999953
750.0,0.91,3.819999999999995
750.0,0.92,3.8799999999999946
750.0,0.93,3.933333333333328
750.0,0.94,3.9866666666666606
750.0,0.95,4.039999999999994
750.0,0.96,4.089999999999993
750.0,0.97,4.139999999999993
750.0,0.98,4.199999999999992
750.0,0.99,4.259999999999993
750.0,1.0,4.319999999999992
800.0,0.3,3.0
800.0,0.6,3.0
800.0,0.65,3.0
800.0,0.7,3.0
800.0,0.72,3.008
800.0,0.75,3.0199999999999996
800.0,0.77,3.0679999999999996
800.0,0.8,3.1399999999999992
800.0,0.82,3.2039999999999984
800.0,0.84,3.267999999999998
800.0,0.86,3.339999999999998
800.0,0.88,3.4159999999999977
800.0,0.9,3.479999999999997
800.0,0.91,3.5299999999999967
800.0,0.92,3.5799999999999965
800.0,0.93,3.6199999999999966
800.0,0.94,3.6599999999999957
800.0,0.95,3.6999999999999957
800.0,0.96,3.7499999999999956
800.0,0.97,3.799999999999995
800.0,0.98,3.8399999999999945
800.0,0.99,3.8799999999999946
800.0,1.0,3.939999999999994
