age,value,current_asset,current_quantity,current_mortgage_rate,current_origination_ltv,fico_score,current_ltv,wage,consumption,future_asset,future_quantity,new_mortgage_rate,new_origination_ltv,status,average_bequest,
30.0,1.3365075663375492,0.625,0.25,0.03209488244454717,0.5,0.5,0.5,1.0,1.3816976775902545,0.0,0.0,NaN,NaN,5.0,5.119583310835052,
30.0,2.4451547083866716,0.625,0.75,0.03209488244454717,0.5,0.5,0.5,1.0,0.8575930327707638,0.0,0.0,NaN,NaN,5.0,15.358749932505155,
30.0,1.451006517462473,0.875,0.25,0.03209488244454717,0.5,0.5,0.5,1.0,1.6391976775902548,0.0,0.0,NaN,NaN,5.0,5.119583310835052,
30.0,2.6210722210215134,0.875,0.75,0.03209488244454717,0.5,0.5,0.5,1.0,1.1150930327707638,0.0,0.0,NaN,NaN,5.0,15.358749932505155,
30.0,2.1516437054134325,0.5,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.2599037033987375,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,1.6895441975588068,0.5,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.5870579702477341,0.0,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.2036062528862135,0.5,0.5,0.029999999999999992,0.125,0.5,0.5,1.0,1.3874518516993688,1.734723475976807E-18,0.0,NaN,NaN,5.0,9.863558949596712,
30.0,2.0899197060739723,0.5,0.5,0.030785580916705184,0.375,0.5,0.5,1.0,1.1284597277094524,0.0,0.0,NaN,NaN,5.0,10.11469526441958,
30.0,1.9142763977110109,0.5,0.5,0.034747973742140725,0.625,0.5,0.5,1.0,0.8375027068119156,0.0,0.0,NaN,NaN,5.0,10.36602835706276,
30.0,1.0980655832341575,0.5,0.5,0.06055131198747556,0.875,0.5,0.5,1.0,0.23613510646659308,0.0,0.0,NaN,NaN,5.0,10.709362574954731,
30.0,2.227328630842686,0.5,0.5,0.029999999999999992,0.0625,0.5,0.5,1.0,1.4512259258496845,0.0,0.0,NaN,NaN,5.0,9.799784875446399,
30.0,2.1784244213412727,0.5,0.5,0.029999999999999992,0.1875,0.5,0.5,1.0,1.3236777775490531,0.0,0.0,NaN,NaN,5.0,9.927333023747028,
30.0,2.1227250414137186,0.5,0.5,0.03013093015278419,0.3125,0.5,0.5,1.0,1.1955897234370152,0.0,0.0,NaN,NaN,5.0,10.05411177633123,
30.0,2.054114863953201,0.5,0.5,0.03144023168062618,0.4375,0.5,0.5,1.0,1.0602305992052192,0.0,0.0,NaN,NaN,5.0,10.176377885284602,
30.0,1.9715575399452252,0.5,0.5,0.03274953320846816,0.5625,0.5,0.5,1.0,0.9204470552111818,0.0,0.0,NaN,NaN,5.0,10.303068414000219,
30.0,1.8300342919737274,0.5,0.5,0.03876209893044067,0.6875,0.5,0.5,1.0,0.7317442624942307,0.0,0.0,NaN,NaN,5.0,10.431645549497444,
30.0,1.4869961755458394,0.5,0.5,0.0524297362813791,0.8125,0.5,0.5,1.0,0.42845696782091314,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.59825647066138,
30.0,-4.004051951436188,0.5,0.5,0.07053897200420901,0.9375,0.5,0.5,1.0,1.0E-4,1.0,0.0,NaN,NaN,5.0,11.8798052880223,
30.0,1.9984586084739488,0.25,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.0024037033987374,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,1.3027054270208376,0.25,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.32955797024773403,0.0,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.06605937884165,0.25,0.5,0.029999999999999992,0.125,0.5,0.5,1.0,1.1299518516993687,0.0,0.0,NaN,NaN,5.0,9.863558949596712,
30.0,1.9163808820976747,0.25,0.5,0.030785580916705184,0.375,0.5,0.5,1.0,0.8709597277094523,0.0,0.0,NaN,NaN,5.0,10.11469526441958,
30.0,1.668123941785769,0.25,0.5,0.034747973742140725,0.625,0.5,0.5,1.0,0.5800027068119156,0.0,0.0,NaN,NaN,5.0,10.36602835706276,
30.0,-4.015708087530695,0.25,0.5,0.06055131198747556,0.875,0.5,0.5,1.0,1.0E-4,1.0,0.0,NaN,NaN,5.0,11.739362574954733,
30.0,2.2762405853022574,0.75,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.5174037033987373,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,1.9332163679747865,0.75,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.8445579702477339,0.0,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.317668560216636,0.75,0.5,0.029999999999999992,0.125,0.5,0.5,1.0,1.6449518516993686,0.0,0.0,NaN,NaN,5.0,9.863558949596712,
30.0,2.227630979311214,0.75,0.5,0.030785580916705184,0.375,0.5,0.5,1.0,1.3859597277094522,0.0,0.0,NaN,NaN,5.0,10.11469526441958,
30.0,2.0938951021151713,0.75,0.5,0.034747973742140725,0.625,0.5,0.5,1.0,1.0950027068119155,0.0,0.0,NaN,NaN,5.0,10.36602835706276,
30.0,1.5921185362093149,0.75,0.5,0.06055131198747556,0.875,0.5,0.5,1.0,0.4936351064665929,0.0,0.0,NaN,NaN,5.0,10.709362574954731,
30.0,1.9063523541795209,0.125,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,0.8736537033987373,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,0.9707852877420806,0.125,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.2008079702477339,0.0,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.0794195788490493,0.375,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.1311537033987373,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,1.5236641305922367,0.375,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.45830797024773395,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.2168343214443516,0.625,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.3886537033987374,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,1.822397399595434,0.625,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.715807970247734,0.0,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,2.3308058498170956,0.875,0.5,0.029999999999999992,0.25,0.5,0.5,1.0,1.6461537033987375,0.0,0.0,NaN,NaN,5.0,9.991107097897345,
30.0,2.0282807718323204,0.875,0.5,0.0456513082862177,0.75,0.5,0.5,1.0,0.9733079702477341,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.507439748186172,
30.0,1.3151628641865667,0.5,0.25,0.029999999999999992,0.25,0.5,0.5,1.0,1.3874518516993688,0.0,0.0,NaN,NaN,5.0,4.995553548948672,
30.0,1.1786617856545605,0.5,0.25,0.0456513082862177,0.75,0.5,0.5,1.0,1.051028985123867,0.0,0.0,NaN,NaN,5.0,5.253719874093086,
30.0,1.332624584675632,0.5,0.25,0.029999999999999992,0.125,0.5,0.5,1.0,1.4512259258496845,0.0,0.0,NaN,NaN,5.0,4.931779474798356,
30.0,1.2947471648424116,0.5,0.25,0.030785580916705184,0.375,0.5,0.5,1.0,1.3217298638547264,1.734723475976807E-18,0.0,NaN,NaN,5.0,5.05734763220979,
30.0,1.2407595046700906,0.5,0.25,0.034747973742140725,0.625,0.5,0.5,1.0,1.176251353405958,0.0,0.0,NaN,NaN,5.0,5.18301417853138,
30.0,1.074987930517746,0.5,0.25,0.06055131198747556,0.875,0.5,0.5,1.0,0.8755675532332966,0.0,0.0,NaN,NaN,5.0,5.354681287477366,
30.0,2.6072357170000457,0.5,0.75,0.029999999999999992,0.25,0.5,0.5,1.0,1.1323555550981061,0.0,0.0,NaN,NaN,5.0,14.986660646846017,
30.0,1.1699530551104915,0.5,0.75,0.0456513082862177,0.75,0.5,0.5,1.0,0.12308695537160097,0.0,0.0,NaN,NaN,5.0,15.761159622279258,
30.0,2.6991841726737054,0.5,0.75,0.029999999999999992,0.125,0.5,0.5,1.0,1.3236777775490531,0.0,0.0,NaN,NaN,5.0,14.795338424395071,
30.0,2.49115839545633,0.5,0.75,0.030785580916705184,0.375,0.5,0.5,1.0,0.9351895915641786,0.0,0.0,NaN,NaN,5.0,15.17204289662937,
30.0,2.0941124091294108,0.5,0.75,0.034747973742140725,0.625,0.5,0.5,1.0,0.4987540602178735,0.0,0.0,NaN,NaN,5.0,15.54904253559414,
30.0,-3.5177092171392608,0.5,0.75,0.06055131198747556,0.875,0.5,0.5,1.0,1.0E-4,1.0,0.0,NaN,NaN,5.0,17.0940438624321,
30.0,0.44418119597598554,0.5,0.125,0.029999999999999992,0.25,0.5,0.5,1.0,1.4512259258496845,0.0,0.0,NaN,NaN,5.0,2.497776774474336,
30.0,0.4111970674842531,0.5,0.125,0.0456513082862177,0.75,0.5,0.5,1.0,1.2830144925619336,1.734723475976807E-18,0.0,NaN,NaN,5.0,2.626859937046543,
30.0,1.8107407839740586,0.5,0.375,0.029999999999999992,0.25,0.5,0.5,1.0,1.3236777775490531,0.0,0.0,NaN,NaN,5.0,7.493330323423009,
30.0,1.5386766133541727,0.5,0.375,0.0456513082862177,0.75,0.5,0.5,1.0,0.8190434776858005,0.0,0.0,NaN,NaN,5.0,7.880579811139629,
30.0,2.406927670029452,0.5,0.625,0.029999999999999992,0.25,0.5,0.5,1.0,1.1961296292484218,0.0,0.0,NaN,NaN,5.0,12.488883872371682,
30.0,1.642753686974754,0.5,0.625,0.0456513082862177,0.75,0.5,0.5,1.0,0.35507246280966775,0.0,0.0,NaN,NaN,5.0,13.134299685232719,
30.0,2.7687930576043174,0.5,0.875,0.029999999999999992,0.25,0.5,0.5,1.0,1.0685814809477905,0.0,0.0,NaN,NaN,5.0,17.484437421320354,
30.0,-3.343490745674371,0.5,0.875,0.0456513082862177,0.75,0.5,0.5,1.0,1.0E-4,1.0,0.0,NaN,NaN,5.0,19.418019559325803,
30.0,1.1776159901420031,0.25,0.25,0.029999999999999992,0.25,0.5,0.5,1.0,1.1299518516993687,0.0,0.0,NaN,NaN,5.0,4.995553548948672,
30.0,0.9903684149722165,0.25,0.25,0.0456513082862177,0.75,0.5,0.5,1.0,0.793528985123867,0.0,0.0,NaN,NaN,5.0,5.253719874093086,
30.0,2.4343780544874525,0.25,0.75,0.029999999999999992,0.25,0.5,0.5,1.0,0.8748555550981061,0.0,0.0,NaN,NaN,5.0,14.986660646846017,
30.0,-3.5352486813236754,0.25,0.75,0.0456513082862177,0.75,0.5,0.5,1.0,1.0E-4,1.0,0.0,NaN,NaN,5.0,16.79115962227926,
30.0,1.4292251715169892,0.75,0.25,0.029999999999999992,0.25,0.5,0.5,1.0,1.6449518516993686,0.0,0.0,NaN,NaN,5.0,4.995553548948672,
30.0,1.3254815147524053,0.75,0.25,0.0456513082862177,0.75,0.5,0.5,1.0,1.3085289851238668,0.0,0.0,NaN,NaN,5.0,5.253719874093086,
30.0,2.744518582647617,0.75,0.75,0.029999999999999992,0.25,0.5,0.5,1.0,1.389855555098106,0.0,0.0,NaN,NaN,5.0,14.986660646846017,
30.0,1.926264880901226,0.75,0.75,0.0456513082862177,0.75,0.5,0.5,1.0,0.3805869553716008,0.0,0.0,NaN,NaN,5.0,15.761159622279258,
30.0,1.9838138511021028,0.5,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,0.9487141622203332,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,2.0213432391046973,0.5,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,0.9998955623063331,0.0,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,1.9615181002388384,0.5,0.5,0.04246053391984172,0.5,0.125,0.5,1.0,0.9192986306603204,0.0,0.0,NaN,NaN,5.0,10.207106831437347,
30.0,2.0028713304856183,0.5,0.5,0.03453544907473129,0.5,0.375,0.5,1.0,0.9744466583663094,0.0,0.0,NaN,NaN,5.0,10.23120965218246,
30.0,2.019536040964589,0.5,0.5,0.03112140673731065,0.5,0.625,0.5,1.0,0.9973841284890166,0.0,0.0,NaN,NaN,5.0,10.242412605433959,
30.0,2.0215509835164744,0.5,0.5,0.030699337581300536,0.5,0.875,0.5,1.0,1.0001845588190155,0.0,0.0,NaN,NaN,5.0,10.243832866664064,
30.0,1.9511557028394724,0.5,0.5,0.0443343865563428,0.5,0.0625,0.5,1.0,0.9058834055303164,0.0,0.0,NaN,NaN,5.0,10.20178353020234,
30.0,1.9722275730988987,0.5,0.5,0.040478507885834965,0.5,0.1875,0.5,1.0,0.9333344261598059,0.0,0.0,NaN,NaN,5.0,10.212891296277927,
30.0,1.9951030956263915,0.5,0.5,0.036081762227798714,0.5,0.3125,0.5,1.0,0.9638926585644092,0.0,0.0,NaN,NaN,5.0,10.226300520453687,
30.0,2.008903638187792,0.5,0.5,0.033315165759639234,0.5,0.4375,0.5,1.0,0.9827031756701213,0.0,0.0,NaN,NaN,5.0,10.23515596802957,
30.0,2.0172001825902726,0.5,0.5,0.031608144590928915,0.5,0.5625,0.5,1.0,0.9941449208097777,0.0,0.0,NaN,NaN,5.0,10.240784434577016,
30.0,2.021150341530862,0.5,0.5,0.030783423271960507,0.5,0.6875,0.5,1.0,0.9996272743297062,0.0,0.0,NaN,NaN,5.0,10.24354929424677,
30.0,2.0215360469206707,0.5,0.5,0.03070247389433265,0.5,0.8125,0.5,1.0,1.0001637782420403,0.0,0.0,NaN,NaN,5.0,10.243822284110717,
30.0,2.0214770033983323,0.5,0.5,0.030714870456159324,0.5,0.9375,0.5,1.0,1.0000816368911563,0.0,0.0,NaN,NaN,5.0,10.243780459843334,
30.0,1.7716530931348975,0.25,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,0.6912141622203332,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,1.821838255746969,0.25,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,0.7423955623063331,0.0,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,1.741322804621511,0.25,0.5,0.04246053391984172,0.5,0.125,0.5,1.0,0.6617986306603203,0.0,0.0,NaN,NaN,5.0,10.207106831437347,
30.0,1.7972695441844657,0.25,0.5,0.03453544907473129,0.5,0.375,0.5,1.0,0.7169466583663093,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.23120965218246,
30.0,1.819445640142915,0.25,0.5,0.03112140673731065,0.5,0.625,0.5,1.0,0.7398841284890165,0.0,0.0,NaN,NaN,5.0,10.242412605433959,
30.0,1.8221131441825336,0.25,0.5,0.030699337581300536,0.5,0.875,0.5,1.0,0.7426845588190153,0.0,0.0,NaN,NaN,5.0,10.243832866664064,
30.0,2.1447038909414,0.75,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,1.206214162220333,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,2.1748717363718884,0.75,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,1.2573955623063329,0.0,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,2.1269692297540623,0.75,0.5,0.04246053391984172,0.5,0.125,0.5,1.0,1.1767986306603202,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.207106831437347,
30.0,2.159973644949794,0.75,0.5,0.03453544907473129,0.5,0.375,0.5,1.0,1.2319466583663092,0.0,0.0,NaN,NaN,5.0,10.23120965218246,
30.0,2.1734099422991235,0.75,0.5,0.03112140673731065,0.5,0.625,0.5,1.0,1.2548841284890164,0.0,0.0,NaN,NaN,5.0,10.242412605433959,
30.0,2.175039834232075,0.75,0.5,0.030699337581300536,0.5,0.875,0.5,1.0,1.2576845588190153,0.0,0.0,NaN,NaN,5.0,10.243832866664064,
30.0,1.633551161405866,0.125,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,0.562464162220333,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,1.6942269050208594,0.125,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,0.6136455623063329,0.0,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,1.8860964149555548,0.375,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,0.8199641622203331,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,1.9289892652363425,0.375,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,0.871145562306333,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,2.0690767157846284,0.625,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,1.0774641622203331,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,2.102495474588116,0.625,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,1.1286455623063332,0.0,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,2.2126538059264735,0.875,0.5,0.038280135056816836,0.5,0.25,0.5,1.0,1.3349641622203332,0.0,0.0,NaN,NaN,5.0,10.21949528850758,
30.0,2.2401862514503,0.875,0.5,0.030742948583146572,0.5,0.75,0.5,1.0,1.386145562306333,1.734723475976807E-18,0.0,NaN,NaN,5.0,10.243685753158285,
30.0,1.2577068032699015,0.5,0.25,0.038280135056816836,0.5,0.25,0.5,1.0,1.2318570811101668,0.0,0.0,NaN,NaN,5.0,5.10974764425379,
30.0,1.2738082257447927,0.5,0.25,0.030742948583146572,0.5,0.75,0.5,1.0,1.2574477811531666,0.0,0.0,NaN,NaN,5.0,5.121842876579143,
30.0,1.2484661216649886,0.5,0.25,0.04246053391984172,0.5,0.125,0.5,1.0,1.2171493153301602,0.0,0.0,NaN,NaN,5.0,5.1035534157186735,
30.0,1.2657951774439793,0.5,0.25,0.03453544907473129,0.5,0.375,0.5,1.0,1.2447233291831548,0.0,0.0,NaN,NaN,5.0,5.11560482609123,
30.0,1.2730165688978674,0.5,0.25,0.03112140673731065,0.5,0.625,0.5,1.0,1.2561920642445084,0.0,0.0,NaN,NaN,5.0,5.121206302716979,
30.0,1.2738993381526333,0.5,0.25,0.030699337581300536,0.5,0.875,0.5,1.0,1.2575922794095078,0.0,0.0,NaN,NaN,5.0,5.121916433332032,
30.0,2.273429038827957,0.5,0.75,0.038280135056816836,0.5,0.25,0.5,1.0,0.6655712433304998,0.0,0.0,NaN,NaN,5.0,15.329242932761371,
30.0,2.3488957679645392,0.5,0.75,0.030742948583146572,0.5,0.75,0.5,1.0,0.7423433434594996,0.0,0.0,NaN,NaN,5.0,15.365528629737426,
30.0,2.2262782983315694,0.5,0.75,0.04246053391984172,0.5,0.125,0.5,1.0,0.6214479459904806,0.0,0.0,NaN,NaN,5.0,15.310660247156019,
30.0,2.312326475439909,0.5,0.75,0.03453544907473129,0.5,0.375,0.5,1.0,0.704169987549464,0.0,0.0,NaN,NaN,5.0,15.34681447827369,
30.0,2.3453648350246774,0.5,0.75,0.03112140673731065,0.5,0.625,0.5,1.0,0.7385761927335248,0.0,0.0,NaN,NaN,5.0,15.363618908150938,
30.0,2.349301027821315,0.5,0.75,0.030699337581300536,0.5,0.875,0.5,1.0,0.7427768382285229,0.0,0.0,NaN,NaN,5.0,15.365749299996095,
30.0,0.42950298979083623,0.5,0.125,0.038280135056816836,0.5,0.25,0.5,1.0,1.3734285405550835,0.0,0.0,NaN,NaN,5.0,2.554873822126895,
30.0,0.43804144126390443,0.5,0.125,0.030742948583146572,0.5,0.75,0.5,1.0,1.3862238905765834,0.0,0.0,NaN,NaN,5.0,2.5609214382895713,
30.0,1.703015731535197,0.5,0.375,0.038280135056816836,0.5,0.25,0.5,1.0,1.09028562166525,0.0,0.0,NaN,NaN,5.0,7.6646214663806855,
30.0,1.7285242796079363,0.5,0.375,0.030742948583146572,0.5,0.75,0.5,1.0,1.1286716717297498,0.0,0.0,NaN,NaN,5.0,7.682764314868713,
30.0,2.1656237305875488,0.5,0.625,0.038280135056816836,0.5,0.25,0.5,1.0,0.8071427027754164,0.0,0.0,NaN,NaN,5.0,12.774369110634474,
