Row Labels,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4
500,0.003799046,0.003711783,0.003469943,0.003097452,0.002618382,0.002094446,0.001542348,0.001045787,0.000646185,0.000379318,0.000227132,0.000114768
550,0.004132396,0.004062994,0.00382601,0.003432962,0.002926389,0.002353991,0.001747587,0.001195939,0.00075227,0.000451681,0.000270086,0.000135101
600,0.005449508,0.005423142,0.005129841,0.004635632,0.003999103,0.003268836,0.002474835,0.001734273,0.001130028,0.000690513,0.000424776,0.000210934
650,0.008225447,0.008188385,0.007813399,0.007113077,0.006221803,0.005201854,0.004042056,0.002911971,0.00197062,0.001257162,0.000807356,0.000410436
700,0.011848274,0.011834841,0.011355937,0.010441762,0.009293685,0.007936936,0.006314731,0.00470173,0.003308719,0.002202657,0.001464118,0.000772169
750,0.015454825,0.015323228,0.014745481,0.013665328,0.012272196,0.010618172,0.008638499,0.006627988,0.004799338,0.003323083,0.002254365,0.001245489
800,0.016623655,0.016550668,0.015955703,0.014935399,0.013484782,0.0117949,0.009680975,0.0074987,0.005475483,0.003826523,0.002663437,0.001484597
