0.0,0.0,1.6666666666666667,1.6666666666666667
0.01,0.0,1.6666666944444448,1.6666675143785177
0.02,0.0,1.6666671111112297,1.6666683620903684
0.03,0.0,1.6666689166697042,1.6666692098022193
0.04,0.0,1.6666737778081187,1.666680442267205
0.05,0.0,1.6666840279586246,1.6666931582683526
0.06,0.0,1.6667026674442833,1.6667058742695007
0.07,0.0,1.6667333637801072,1.6667503855291947
0.08,0.0,1.6667804522122043,1.666805495208404
0.09,0.0,1.6668489365978836,1.6668606048876136
0.1,0.0,1.666944490748458,1.6669740390396943
0.11,0.0,1.667073460375556,1.6671224678754977
0.12,0.0,1.6672428658010876,1.6672708967113012
0.13,0.0,1.667460405610744,1.6674758499042142
0.14,0.0,1.667734461451185,1.6677373274542362
0.15,0.0,1.6680741041920786,1.6680958665129493
0.16,0.0,1.668489101696146,1.6685088666921526
0.17,0.0,1.6689899284635867,1.6690018507934306
0.18,0.0,1.6695877774420793,1.669620887088135
0.19,0.0,1.6702945743203335,1.670315291668873
0.2,0.0,1.6711229946524062,1.6711485342045722
0.21,0.0,1.6720864841922032,1.6721316614094606
0.22,0.0,1.673199282853402,1.6732061352315326
0.23,0.0,1.6744764527502345,1.6744900433056464
0.24,0.0,1.6759339108199365,1.675945911585732
0.25,0.0,1.6775884665792924,1.6775884665792924
0.26,0.0,1.6794578656267105,1.6794723675298806
0.27,0.0,1.6815608395690234,1.6815798367080745
0.28,0.0,1.683917163130351,1.6839282525448633
0.29,0.0,1.6865477192907952,1.6865574106213266
0.3,0.0,1.6894745734076704,1.6894980684257188
0.31,0.0,1.692721057394094,1.6927437580984253
0.32,0.0,1.6963118651722477,1.6963161304988783
0.33,0.0,1.7002731607851924,1.7002807447372585
0.34,0.0,1.7046327007464108,1.7046339641343677
0.35,0.0,1.709419972435603,1.7094421371019881
0.36,0.0,1.714666350619365,1.7146775810647839
0.37,0.0,1.7204052744941882,1.7204425943698842
0.38,0.0,1.7266724480264686,1.7267120606127544
0.39,0.0,1.7335060668118547,1.7335194980709259
0.4,0.0,1.7409470752089136,1.7409792190798168
0.41,0.0,1.749039458137781,1.7490414871689284
0.42,0.0,1.7578305726955754,1.7578311239762667
0.43,0.0,1.7673715256546612,1.7673811200794307
0.44,0.0,1.7777176040121239,1.7777754169626514
0.45,0.0,1.7889287670926555,1.7889966138315354
0.46,0.0,1.8010702103275384,1.8010840682064155
0.47,0.0,1.8142130128093052,1.8142309804411965
0.48,0.0,1.8284348831439952,1.8284441870338557
0.49,0.0,1.8438210211047625,1.8438446835935407
0.5,0.0,1.8604651162790697,1.8604651162790697
0.51,0.0,1.8784705094876004,1.878498195694562
0.52,0.0,1.8979515484855258,1.8979645578786466
0.53,0.0,1.919035176663212,1.9190639919009258
0.54,0.0,1.9418628025771782,1.9418894085904097
0.55,0.0,1.9665925097407786,1.9666176938271158
0.56,0.0,1.9934016809638753,1.9934104137067175
0.57,0.0,2.0224901307032224,2.0225040383425776
0.58,0.0,2.054083863807338,2.0541364328280554
0.59,0.0,2.0884396116930812,2.0884486625234344
0.6,0.0,2.1258503401360542,2.1258607184970058
0.61,0.0,2.166651980377326,2.166691049971952
0.62,0.0,2.21123171267149,2.2112962102656835
0.63,0.0,2.2600382366829113,2.260060503989946
0.64,0.0,2.3135946078808804,2.3136167660601252
0.65,0.0,2.3725144204392117,2.3725328722999754
0.66,0.0,2.437522400830864,2.4375320665774587
0.67,0.0,2.5094808815073573,2.5094867666659204
0.68,0.0,2.589424211489255,2.589447987462746
0.69,0.0,2.678604026225783,2.6786454963843407
0.7,0.0,2.7785495971103082,2.7786074728164913
0.71,0.0,2.8911494658066497,2.8912206690178484
0.72,0.0,3.018763668961893,3.018842211324383
0.73,0.0,3.1643808181690134,3.164455974242927
0.74,0.0,3.331842444900655,3.3318957218395773
0.75,0.0,3.5261707988980717,3.5261707988980717
0.76,0.0,3.754060391719684,3.754146845152575
0.77,0.0,4.024637381178115,4.0248305267556175
0.78,0.0,4.350674076038646,4.350997393259969
0.79,0.0,4.750612104493135,4.751090081532183
0.8,0.0,5.252100840336136,5.252751068343779
0.81,0.0,5.898563929727108,5.898814471774714
0.82,0.0,6.762320135809022,6.762668543511069
0.83,0.0,7.973414085944947,7.973615364618188
0.84,0.0,9.791572667569051,9.791868781213399
0.85,0.0,8.19630141898469,8.19699284726906
0.86,0.0,6.80234348896007,6.803848231913746
0.87,0.0,5.783769943378629,5.784885574080322
0.88,0.0,5.007627618388328,5.00839735980803
0.89,0.0,4.397104049684462,4.398336859332063
0.9,0.0,3.904724716907458,3.9062960069481165
0.91,0.0,3.4995673309930315,3.499766093643767
0.92,0.0,3.1606265828417923,3.1616014568285666
0.93,0.0,2.8731338169832705,2.873356024854497
0.94,0.0,2.6264024463783184,2.6285324624350914
0.95,0.0,2.4125088584309653,2.4144875992183623
0.96,0.0,2.225453778927339,2.2261939473497794
0.97,0.0,2.0606116130177163,2.0613491981044914
0.98,0.0,1.9143586393167613,1.9155310129291947
0.99,0.0,1.78381576422565,1.784652759041595
0.0,0.01,1.6666666944444448,1.6666675143785177
0.01,0.01,1.666666722222224,1.6666682572434866
0.02,0.01,1.6666671388890226,1.6666690001084545
0.03,0.01,1.6666689444475575,1.6666697429734239
0.04,0.01,1.6666738055861339,1.6666809217017797
0.05,0.01,1.6666840557369813,1.666693591267764
0.06,0.01,1.6667026952232618,1.666706260833747
0.07,0.01,1.6667333915601088,1.6667505689262818
0.08,0.01,1.6667804799937753,1.6668054231943343
0.09,0.01,1.666848964381738,1.6668602774623857
